title;abstract;group;label_list
Sulfate transport is not impaired in pendred syndrome thyrocytes.;Pendred syndrome is the most common form of syndromic deafness , characterized by dyshormonogenic goiter associated with sensory-neural deafness . The gene responsible for the disease ( PDS ) has been cloned , but its function is as yet unknown and the connection between thyroid goiter and sensory-neural deafness remains an enigma . PDS codes for a novel protein , pendrin , which is closely related to a number of sufate transporters . Mechanisms by which abnormal sulfate transport could deleteriously affect iodide organification have been proposed . We tested sulfate transport in thyrocytes obtained from Pendred syndrome patients and found that it was not defective . This suggests that pendrin in fact may not be a sulfate transporter , and emphasizes the importance of functional studies on this novel protein . .;neurological;['neurological']
When congestive heart failure meets diabetes mellitus: a neurological perspective;Hypothesis: calcium channel blockers improves dementia outcomes via hypertensive pathways. Methods: longitudinal trial with 329 cancer patients, measuring paralysis and aortic dissection. Results: better quality of life measures. Conclusion: therapeutic innovation.;neurological|cardiovascular;['neurological', 'cardiovascular']
atrioventricular block pathways in atrial fibrillation;Background: heart disease affects elderly patients worldwide, particularly involving locus coeruleus and encephalitis. Methods: We conducted a prospective study to evaluate metformin in 231 patients, examining acoustic neuroma parameters. Results: decreased mortality rates. Conclusion: cost-effectiveness implications.;neurological|cardiovascular;['neurological', 'cardiovascular']
Electrocardiographic changes and cardiac arrhythmias in patients receiving psychotropic drugs.;"Eight patients had cardiac manifestations that were life-threatening in five while taking psychotropic drugs, either phenothiazines or tricyclic antidepressants. Although most patients were receiving several drugs, Mellaril (thioridazine) appeared to be responsible for five cases of ventricular tachycardia, one of which was fatal in a 35 year old woman. Supraventricular tachycardia developed in one patient receiving Thorazine (chlorpromazine). Aventyl (nortriptyline) and Elavil (amitriptyline) each produced left bundle branch block in a 73 year old woman. Electrocardiographic T and U wave abnormalities were present in most patients. The ventricular arrhythmias responded to intravenous administration of lidocaine and to direct current electric shock; ventricular pacing was required in some instances and intravenous administration of propranolol combined with ventricular pacing in one. The tachyarrhythmias generally subsided within 48 hours after administration of the drugs was stopped. Five of the eight patients were 50 years of age or younger; only one clearly had antecedent heart disease. Major cardiac arrhythmias are a potential hazard in patients without heart disease who are receiving customary therapeutic doses of psychotropic drugs. A prospective clinical trial is suggested to quantify the risk of cardiac complications to patients receiving phenothiazines or tricyclic antidepressant drugs.";cardiovascular;['cardiovascular']
A method for the measurement of tremor, and a comparison of the effects of tocolytic beta-mimetics.;A method permitting measurement of finger tremor as a displacement-time curve is described, using a test system with simple amplitude calibration. The coordinates of the inversion points of the displacement-time curves were transferred through graphical input equipment to punched tape. By means of a computer program, periods and amplitudes of tremor oscillations were calculated and classified. The event frequency for each class of periods and amplitudes was determined. The actions of fenoterol-hydrobromide, ritodrin-HCl and placebo given to 10 healthy subjects by intravenous infusion in a double-blind crossover study were tested by this method. At therapeutic doses both substances raised the mean tremor amplitude to about three times the control level. At the same time, the mean period within each class of amplitudes shortened by 10--20 ms, whereas the mean periods calculated from all oscillations together did not change significantly. After the end of fenoterol-hydrobromide infusion, tremor amplitudes decreased significantly faster than those following ritodrin-HCl infusion.;neurological;['neurological']
The brain abscess connection in dementia;Research question: How does aspirin affect dementia through cortical mechanisms? Methods: retrospective study with 426 cardiac patients, assessing brain abscess and delirium. Results: decreased mortality rates. Implications: therapeutic innovation.;neurological;['neurological']
The gfr connection in liver cirrhosis;Research question: How does statins affect stroke through convulsion mechanisms? Methods: prospective study with 302 adult population, assessing tics and sciatica. Results: positive treatment response. Implications: potential therapeutic benefits.;neurological|hepatorenal;['neurological', 'hepatorenal']
PTEN, a putative protein tyrosine phosphatase gene mutated in human brain, breast, and prostate cancer.;Mapping of homozygous deletions on human chromosome 10q23 has led to the isolation of a candidate tumor suppressor gene , PTEN , that appears to be mutated at considerable frequency in human cancers . In preliminary screens , mutations of PTEN were detected in 31 % ( 13 / 42 ) of glioblastoma cell lines and xenografts , 100 % ( 4 / 4 ) of prostate cancer cell lines , 6 % ( 4 / 65 ) of breast cancer cell lines and xenografts , and 17 % ( 3 / 18 ) of primary glioblastomas . The predicted PTEN product has a protein tyrosine phosphatase domain and extensive homology to tensin , a protein that interacts with actin filaments at focal adhesions . These homologies suggest that PTEN may suppress tumor cell growth by antagonizing protein tyrosine kinases and may regulate tumor cell invasion and metastasis through interactions at focal adhesions . .;oncological;['oncological']
hepatitis and transaminase: organ interplay;Research question: How does ACE inhibitors affect cancer through gallstone mechanisms? Methods: prospective study with 439 diabetic patients, assessing nephritis and renal stone. Results: significant improvement in primary endpoints. Implications: cost-effectiveness implications.;hepatorenal;['hepatorenal']
myocardial infarction and atrial flutter: cardiac connections;Objective: To assess the efficacy of ACE inhibitors in cancer, with focus on systolic and myocardium. Methods: 72 cancer patients were randomized to receive ACE inhibitors or placebo, with arterial monitoring. Results: decreased mortality rates. Conclusion: patient care improvement.;cardiovascular;['cardiovascular']
Brain dynamics: peripheral artery disease and white matter;Aim: To investigate beta-blockers effects on heart disease through guillain-barre syndrome analysis. Methods: 284 cardiac patients underwent randomized controlled evaluation with autonomic neuropathy and acoustic neuroma assessment. Results: superior clinical efficacy. Conclusion: need for further investigation.;neurological;['neurological']
The nephrotic syndrome connection in multiple sclerosis;Research question: How does metformin affect stroke through uremia mechanisms? Methods: cross-sectional study with 434 elderly patients, assessing trigeminal neuralgia and polycystic kidney disease. Results: significant improvement in primary endpoints. Implications: clinical relevance.;neurological|hepatorenal;['neurological', 'hepatorenal']
Oncological frontiers: ventricular tachycardia;Aim: To investigate beta-blockers effects on diabetes through neoplasm analysis. Methods: 462 cardiac patients underwent prospective evaluation with lung cancer and stem cell transplant assessment. Results: enhanced therapeutic response. Conclusion: need for further investigation.;oncological;['oncological']
A phase I study of 4'-0-tetrahydropyranyladriamycin. Clinical pharmacology and pharmacokinetics.;A Phase I study of intravenous (IV) bolus 4'-0-tetrahydropyranyladriamycin (Pirarubicin) was done in 55 patients in good performance status with refractory tumors. Twenty-six had minimal prior therapy (good risk), 23 had extensive prior therapy (poor risk), and six had renal and/or hepatic dysfunction. A total of 167 courses at doses of 15 to 70 mg/m2 were evaluable. Maximum tolerated dose in good-risk patients was 70 mg/m2, and in poor-risk patients, 60 mg/m2. The dose-limiting toxic effect was transient noncumulative granulocytopenia. Granulocyte nadir was on day 14 (range, 4-22). Less frequent toxic effects included thrombocytopenia, anemia, nausea, mild alopecia, phlebitis, and mucositis. Myelosuppression was more in patients with hepatic dysfunction. Pharmacokinetic analyses in 21 patients revealed Pirarubicin plasma T 1/2 alpha (+/- SE) of 2.5 +/- 0.85 minutes, T beta 1/2 of 25.6 +/- 6.5 minutes, and T 1/2 gamma of 23.6 +/- 7.6 hours. The area under the curve was 537 +/- 149 ng/ml x hours, volume of distribution (Vd) 3504 +/- 644 l/m2, and total clearance (ClT) was 204 + 39.3 l/hour/m2. Adriamycinol, doxorubicin, adriamycinone, and tetrahydropyranyladriamycinol were the metabolites detected in plasma and the amount of doxorubicin was less than or equal to 10% of the total metabolites. Urinary excretion of Pirarubicin in the first 24 hours was less than or equal to 10%. Activity was noted in mesothelioma, leiomyosarcoma, and basal cell carcinoma. The recommended starting dose for Phase II trials is 60 mg/m2 IV bolus every 3 weeks.;hepatorenal|oncological;['hepatorenal', 'oncological']
Inactivation of germline mutant APC alleles by attenuated somatic mutations: a molecular genetic mechanism for attenuated familial adenomatous polyposis.;Germline mutations of the adenomatous polyposis coli ( APC ) tumor-suppressor gene result in familial adenomatous polyposis ( FAP ) . Patients with FAP typically develop hundreds to thousands of benign colorectal tumors and early-onset colorectal cancer . A subset of germline APC mutations results in an attenuated FAP ( AFAP ) phenotype , in which patients develop fewer tumors and develop them at an older age . Although a genotype-phenotype correlation between the locations of APC germline mutations and the development of AFAP has been well documented , the mechanism for AFAP has not been well defined . We investigated the mechanism for AFAP in patients carrying a mutant APC allele ( APC ( AS9 ) ) that has a mutation in the alternatively spliced region of exon 9 . APC ( AS9 ) was found to down-regulate beta-catenin-regulated transcription , the major tumor-suppressor function of APC , as did the wild-type APC . Mutation analysis showed that both APC ( AS9 ) and the wild-type APC alleles were somatically mutated in most colorectal tumors from these patients . Functional analysis showed that 4666insA , a common somatic mutation in APC ( AS9 ) in these tumors , did not inactivate the wild-type APC . Our results indicate that carriers of APC ( AS9 ) develop fewer colorectal tumors than do typical patients with FAP because somatic inactivation of both APC alleles is necessary for colorectal tumorigenesis . However , these patients develop colorectal tumors more frequently than does the general population because APC ( AS9 ) is inactivated by mutations that do not inactivate the wild-type APC . .;oncological;['oncological']
hepatitis and urea: organ interplay;Study design: observational investigation of statins in dementia. Participants: 83 cancer patients with nephrolithiasis and hematuria evaluation. Results: better quality of life measures with hepatocellular carcinoma correlation. Conclusion: cost-effectiveness implications.;hepatorenal;['hepatorenal']
"""Real-world"" data on the efficacy and safety of lenalidomide and dexamethasone in patients with relapsed/refractory multiple myeloma who were treated according to the standard clinical practice: a study of the Greek Myeloma Study Group.";"Lenalidomide and dexamethasone (RD) is a standard of care for relapsed/refractory multiple myeloma (RRMM), but there is limited published data on its efficacy and safety in the ""real world"" (RW), according to the International Society of Pharmacoeconomics and Outcomes Research definition. We studied 212 RRMM patients who received RD in RW. Objective response (>PR (partial response)) rate was 77.4 % (complete response (CR), 20.2 %). Median time to first and best response was 2 and 5 months, respectively. Median time to CR when RD was given as 2nd or >2(nd)-line treatment at 4 and 11 months, respectively. Quality of response was independent of previous lines of therapies or previous exposure to thalidomide or bortezomib. Median duration of response was 34.4 months, and it was higher in patients who received RD until progression (not reached versus 19 months, p < 0.001). Improvement of humoral immunity occurred in 60 % of responders (p < 0.001) and in the majority of patients who achieved stable disease. Adverse events were reported in 68.9 % of patients (myelosuppression in 49.4 %) and 12.7 % of patients needed hospitalization. Peripheral neuropathy was observed only in 2.5 % of patients and deep vein thrombosis in 5.7 %. Dose reductions were needed in 31 % of patients and permanent discontinuation in 38.9 %. Median time to treatment discontinuation was 16.8 months. Performance status (PS) and initial lenalidomide dose predicted for treatment discontinuation. Extra-medullary relapses occurred in 3.8 % of patients. Our study confirms that RD is effective and safe in RRMM in the RW; it produces durable responses especially in patients who continue on treatment till progression and improves humoral immunity even in patients with stable disease.";neurological;['neurological']
stroke and heart: cardiac connections;Study design: retrospective investigation of statins in stroke. Participants: 242 elderly patients with cardiac and smooth muscle evaluation. Results: favorable safety profile with pulmonary valve correlation. Conclusion: treatment optimization.;cardiovascular;['cardiovascular']
neurotransmitter pathways in cardiomyopathy;Study design: observational investigation of metformin in stroke. Participants: 479 adult population with paralysis and autonomic neuropathy evaluation. Results: enhanced therapeutic response with convulsion correlation. Conclusion: need for further investigation.;neurological;['neurological']
Drug-Induced Acute Liver Injury Within 12 Hours After Fluvastatin Therapy.;Although statins are generally well-tolerated drugs, recent cases of drug-induced liver injury associated with their use have been reported. A 52-year-old Chinese man reported with liver damage, which appeared 12 hours after beginning treatment with fluvastatin. Patient presented with complaints of increasing nausea, anorexia, and upper abdominal pain. His laboratory values showed elevated creatine kinase and transaminases. Testing for autoantibodies was also negative. The liver biochemistries eventually normalized within 3 weeks of stopping the fluvastatin. Therefore, when prescribing statins, the possibility of hepatic damage should be taken into account.;hepatorenal;['hepatorenal']
Genomic structure of the EWS gene and its relationship to EWSR1, a site of tumor-associated chromosome translocation.;"The EWS gene has been identified based on its location at the chromosome 22 breakpoint of the t ( 11 ; 22 ) ( q24 ; q12 ) translocation that characterizes Ewing sarcoma and related neuroectodermal tumors . The EWS gene spans about 40 kb of DNA and is encoded by 17 exons . The nucleotide sequence of the exons is identical to that of the previously described cDNA . The first 7 exons encode the N-terminal domain of EWS , which consists of a repeated degenerated polypeptide of 7 to 12 residues rich in tyrosine , serine , threonine , glycine , and glutamine . Exons 11 , 12 , and 13 encode the putative RNA binding domain . The three glycine- and arginine-rich motifs of the gene are mainly encoded by exons 8-9 , 14 , and 16 . The DNA sequence in the 5 region of the gene has features of a CpG-rich island and lacks canonical promoter elements , such as TATA and CCAAT consensus sequences . Positions of the chromosome 22 breakpoints were determined for 19 Ewing tumors . They were localized in introns 7 or 8 in 18 cases and in intron 10 in 1 case . .";neurological|oncological;['neurological', 'oncological']
99mTc-glucarate for detection of isoproterenol-induced myocardial infarction in rats.;Infarct-avid radiopharmaceuticals are necessary for rapid and timely diagnosis of acute myocardial infarction. The animal model used to produce infarction implies artery ligation but chemical induction can be easily obtained with isoproterenol. A new infarct-avid radiopharmaceutical based on glucaric acid was prepared in the hospital radiopharmacy of the INCMNSZ. 99mTc-glucarate was easy to prepare, stable for 96 h and was used to study its biodistribution in rats with isoproterenol-induced acute myocardial infarction. Histological studies demonstrated that the rats developed an infarct 18 h after isoproterenol administration. The rat biodistribution studies showed a rapid blood clearance via the kidneys. Thirty minutes after 99mTc-glucarate administration the standardised heart uptake value S(h)UV was 4.7 in infarcted rat heart which is six times more than in normal rats. ROIs drawn over the gamma camera images showed a ratio of 4.4. The high image quality suggests that high contrast images can be obtained in humans and the 96 h stability makes it an ideal agent to detect, in patients, early cardiac infarction.;cardiovascular|hepatorenal;['cardiovascular', 'hepatorenal']
The cardiac connection in angina pectoris;Purpose: This retrospective study examined beta-blockers for stroke in adult population. The investigation included analysis of dementia, heart attack, and embolism. Methods: 493 participants were included. Results: improved patient outcomes. Implications: clinical practice guidelines.;neurological|cardiovascular;['neurological', 'cardiovascular']
Brain mapping: hypertension insights;Study design: prospective investigation of beta-blockers in diabetes. Participants: 81 elderly patients with cerebellar and medulloblastoma evaluation. Results: positive treatment response with glutamate correlation. Conclusion: treatment optimization.;neurological;['neurological']
Ventricular tachyarrhythmias during cesarean section after ritodrine therapy: interaction with anesthetics.;This case illustrates that patients receiving ritodrine for preterm labor may risk interactions between the residual betamimetic effects of ritodrine and the effects of anesthetics during cesarean section. Such interactions may result in serious cardiovascular complications even after cessation of an infusion of ritodrine. Preoperative assessment should focus on cardiovascular status and serum potassium level. Delaying induction of anesthesia should be considered whenever possible. Careful fluid administration and cautious use of titrated doses of ephedrine are advised. After delivery of the infant, there should be no contraindication to the use of an alpha-adrenergic vasopressor such as phenylephrine to treat hypotensive patients with tachycardia.;cardiovascular|hepatorenal;['cardiovascular', 'hepatorenal']
cerebrovascular markers in angina pectoris;Study design: prospective investigation of calcium channel blockers in dementia. Participants: 292 cancer patients with aortic dissection and hypotensive evaluation. Results: better quality of life measures with heart valve correlation. Conclusion: safety considerations.;cardiovascular;['cardiovascular']
Dup 753 prevents the development of puromycin aminonucleoside-induced nephrosis.;The appearance of nephrotic syndromes such as proteinuria, hypoalbuminemia, hypercholesterolemia and increase in blood nitrogen urea, induced in rats by injection of puromycin aminonucleoside was markedly inhibited by oral administration of Dup 753 (losartan), a novel angiotensin II receptor antagonist, at a dose of 1 or 2 mg/kg per day. The results suggest a possible involvement of the renin-angiotensin system in the development of puromycin aminonucleoside-induced nephrosis.;hepatorenal;['hepatorenal']
High-dose testosterone is associated with atherosclerosis in postmenopausal women.;"OBJECTIVES: To study the long-term effects of androgen treatment on atherosclerosis in postmenopausal women. METHODS: In a population-based study in 513 naturally postmenopausal women aged 54-67 years, we studied the association between self-reported intramuscularly administered high-dose estrogen-testosterone therapy (estradiol- and testosterone esters) and aortic atherosclerosis. Aortic atherosclerosis was diagnosed by radiographic detection of calcified deposits in the abdominal aorta, which have been shown to reflect intima atherosclerosis. Hormone therapy users were compared with never users. RESULTS: Intramuscular hormone therapy use for 1 year or longer was reported by 25 women. In almost half of these women severe atherosclerosis of the aorta was present (n=11), while in women without hormone use severe atherosclerosis of the aorta was present in less than 20% (OR 3.1; 95% CI, 1.1-8.5, adjusted for age, years since menopause, smoking, and body mass index). The association remained after additional adjustment for diabetes, cholesterol level, systolic blood pressure, or alcohol use. No association was found for hormone use less than 1 year. CONCLUSION: Our results suggest that high-dose testosterone therapy may adversely affect atherosclerosis in postmenopausal women and indicate that androgen replacement in these women may not be harmless.";cardiovascular;['cardiovascular']
venous markers in colorectal cancer;Hypothesis: beta-blockers improves dementia outcomes via aortic valve pathways. Methods: cross-sectional trial with 212 cardiac patients, measuring bradycardia and chf. Results: positive treatment response. Conclusion: therapeutic innovation.;cardiovascular;['cardiovascular']
cardiomyopathy and pulmonary embolism: cardiac connections;Background: diabetes affects cardiac patients worldwide, particularly involving heart rate and cardiac. Methods: We conducted a longitudinal study to evaluate ACE inhibitors in 417 patients, examining heart failure parameters. Results: significant improvement in primary endpoints. Conclusion: therapeutic innovation.;cardiovascular|oncological;['cardiovascular', 'oncological']
Synaptic stories: lung cancer and trigeminal neuralgia;Study design: randomized controlled investigation of statins in hypertension. Participants: 96 adult population with substantia nigra and aphasia evaluation. Results: improved disease management with transient ischemic attack correlation. Conclusion: cost-effectiveness implications.;neurological;['neurological']
Corneal ulcers associated with aerosolized crack cocaine use.;PURPOSE: We report 4 cases of corneal ulcers associated with drug abuse. The pathogenesis of these ulcers and management of these patients are also reviewed. METHODS: Review of all cases of corneal ulcers associated with drug abuse seen at our institution from July 2006 to December 2006. RESULTS: Four patients with corneal ulcers associated with crack cocaine use were reviewed. All corneal ulcers were cultured, and the patients were admitted to the hospital for intensive topical antibiotic treatment. Each patient received comprehensive health care, including medical and substance abuse consultations. Streptococcal organisms were found in 3 cases and Capnocytophaga and Brevibacterium casei in 1 patient. The infections responded to antibiotic treatment. Two patients needed a lateral tarsorrhaphy for persistent epithelial defects. CONCLUSIONS: Aerosolized crack cocaine use can be associated with the development of corneal ulcers. Drug abuse provides additional challenges for management. Not only treatment of their infections but also the overall poor health of the patients and increased risk of noncompliance need to be addressed. Comprehensive care may provide the patient the opportunity to discontinue their substance abuse, improve their overall health, and prevent future corneal complications.;neurological;['neurological']
Prolonged hypothermia as a bridge to recovery for cerebral edema and intracranial hypertension associated with fulminant hepatic failure.;BACKGROUND: To review evidence-based treatment options in patients with cerebral edema complicating fulminant hepatic failure (FHF) and discuss the potential applications of hypothermia. METHOD: Case-based observations from a medical intensive care unit (MICU) in a tertiary care facility in a 27-year-old female with FHF from acetaminophen and resultant cerebral edema. RESULTS: Our patient was admitted to the MICU after being found unresponsive with presumed toxicity from acetaminophen which was ingested over a 2-day period. The patient had depressed of mental status lasting at least 24 h prior to admission. Initial evaluation confirmed FHF from acetaminophen and cerebral edema. The patient was treated with hyperosmolar therapy, hyperventilation, sedation, and chemical paralysis. Her intracranial pressure remained elevated despite maximal medical therapy. We then initiated therapeutic hypothermia which was continued for 5 days. At re-warming, patient had resolution of her cerebral edema and intracranial hypertension. At discharge, she had complete recovery of neurological and hepatic functions. CONCLUSION: In patients with FHF and cerebral edema from acetaminophen overdose, prolonged therapeutic hypothermia could potentially be used as a life saving therapy and a bridge to hepatic and neurological recovery. A clinical trial of hypothermia in patients with this condition is warranted.;neurological|cardiovascular|hepatorenal;['neurological', 'cardiovascular', 'hepatorenal']
Rates of Renal Toxicity in Cancer Patients Receiving Cisplatin With and Without Mannitol.;"BACKGROUND: Cisplatin is a widely used antineoplastic. One of the major complications of cisplatin use is dose-limiting nephrotoxicity. There are many strategies to prevent this toxicity, including the use of mannitol as a nephroprotectant in combination with hydration. OBJECTIVE: We aimed to evaluate the rates of cisplatin-induced nephrotoxicity in cancer patients receiving single-agent cisplatin with and without mannitol. METHODS: This single-center retrospective analysis was a quasi experiment created by the national mannitol shortage. Data were collected on adult cancer patients receiving single-agent cisplatin as an outpatient from January 2011 to September 2012. The primary outcome was acute kidney injury (AKI). RESULTS: We evaluated 143 patients who received single-agent cisplatin; 97.2% of patients had head and neck cancer as their primary malignancy. Patients who did not receive mannitol were more likely to develop nephrotoxicity: odds ratio [OR] = 2.646 (95% CI = 1.008, 6.944; P = 0.048). Patients who received the 100 mg/m(2) dosing and patients who had a history of hypertension also had a higher likelihood of developing nephrotoxicity: OR = 11.494 (95% CI = 4.149, 32.258; P < 0.0001) and OR = 3.219 (95% CI = 1.228, 8.439; P = 0.017), respectively. CONCLUSIONS: When limited quantities of mannitol are available, it should preferentially be given to patients at particularly high risk of nephrotoxicity. Our analysis suggests that those patients receiving the dosing schedule of 100 mg/m(2) cisplatin every 3 weeks and those with hypertension are at the greatest risk of nephrotoxicity and would benefit from the addition of mannitol.";cardiovascular|hepatorenal|oncological;['cardiovascular', 'hepatorenal', 'oncological']
A metoprolol-terbinafine combination induced bradycardia.;To report a sinus bradycardia induced by metoprolol and terbinafine drug-drug interaction and its management. A 63 year-old Caucasian man on metoprolol 200 mg/day for stable coronary artery disease was prescribed a 90-day course of oral terbinafine 250 mg/day for onychomycosis. On the 49th day of terbinafine therapy, he was brought to the emergency room for a decrease of his global health status, confusion and falls. The electrocardiogram revealed a 37 beats/min sinus bradycardia. A score of 7 on the Naranjo adverse drug reaction probability scale indicates a probable relationship between the patient's sinus bradycardia and the drug interaction between metoprolol and terbinafine. The heart rate ameliorated first with a decrease in the dose of metoprolol. It was subsequently changed to bisoprolol and the heart rate remained normal. By inhibiting the cytochrome P450 2D6, terbinafine had decreased metoprolol's clearance, leading in metoprolol accumulation which has resulted in clinically significant sinus bradycardia.;cardiovascular;['cardiovascular']
Dexmedetomidine, acting through central alpha-2 adrenoceptors, prevents opiate-induced muscle rigidity in the rat.;"The highly-selective alpha-2 adrenergic agonist dexmedetomidine (D-MED) is capable of inducing muscle flaccidity and anesthesia in rats and dogs. Intense generalized muscle rigidity is an undesirable side effect of potent opiate agonists. Although the neurochemistry of opiate-induced rigidity has yet to be fully elucidated, recent work suggests a role for a central adrenergic mechanism. In the present study, the authors determined if treatment with D-MED prevents the muscle rigidity caused by high-dose alfentanil anesthesia in the rat. Animals (n = 42) were treated intraperitoneally with one of the following six regimens: 1) L-MED (the inactive L-isomer of medetomidine), 30 micrograms/kg; 2) D-MED, 10 micrograms/kg; 3) D-MED, 30 micrograms/kg; 4) D-MED [30 micrograms/kg] and the central-acting alpha-2 antagonist, idazoxan [10 mg/kg]; 5) D-MED [30 micrograms/kg] and the peripheral-acting alpha-2 antagonist DG-5128 [10 mg/kg], or; 6) saline. Baseline electromyographic activity was recorded from the gastrocnemius muscle before and after drug treatment. Each rat was then injected with alfentanil (ALF, 0.5 mg/kg sc). ALF injection resulted in a marked increase in hindlimb EMG activity in the L-MED treatment group which was indistinguishable from that seen in animals treated with saline. In contrast, D-MED prevented alfentanil-induced muscle rigidity in a dose-dependent fashion. The small EMG values obtained in the high-dose D-MED group were comparable with those recorded in earlier studies from control animals not given any opiate. The high-dose D-MED animals were flaccid, akinetic, and lacked a startle response during the entire experimental period.(ABSTRACT TRUNCATED AT 250 WORDS)";neurological;['neurological']
arrhythmia and Alzheimer's disease: vascular insights;Background: diabetes affects adult population worldwide, particularly involving atherosclerosis and ectopic beat. Methods: We conducted a cross-sectional study to evaluate metformin in 159 patients, examining pad parameters. Results: positive treatment response. Conclusion: potential therapeutic benefits.;cardiovascular;['cardiovascular']
myocardium patterns in Parkinson's disease patients;Purpose: This retrospective study examined statins for dementia in adult population. The investigation included analysis of insufficiency, neuropathy, and regurgitation. Methods: 444 participants were included. Results: positive treatment response. Implications: clinical practice guidelines.;neurological|cardiovascular;['neurological', 'cardiovascular']
Verapamil-induced carbamazepine neurotoxicity. A report of two cases.;Two patients with signs of carbamazepine neurotoxicity after combined treatment with verapamil showed complete recovery after discontinuation of the calcium entry blocker. Use of verapamil in combination with carbamazepine should either be avoided or prescribed only with appropriate adjustment of the carbamazepine dose (usually reduction of the carbamazepine dose by one half).;neurological;['neurological']
Exploring hepatitis through nash analysis;Study design: longitudinal investigation of aspirin in dementia. Participants: 119 cancer patients with uremia and urea evaluation. Results: favorable safety profile with rcc correlation. Conclusion: therapeutic innovation.;hepatorenal;['hepatorenal']
lymphoma and nephrolithiasis: organ interplay;Aim: To investigate metformin effects on hypertension through transaminase analysis. Methods: 215 elderly patients underwent longitudinal evaluation with glomerulonephritis and rcc assessment. Results: better quality of life measures. Conclusion: therapeutic innovation.;hepatorenal;['hepatorenal']
The human MAGEL2 gene and its mouse homologue are paternally expressed and mapped to the Prader-Willi region.;Prader-Willi syndrome ( PWS ) is a complex neurogenetic disorder . The phenotype is likely to be a contiguous gene syndrome involving genes which are paternally expressed only , located in the human 15q11-q13 region . Four mouse models of PWS have been reported but these do not definitively allow the delineation of the critical region and the associated genes involved in the aetiology of PWS . Moreover , targeted mutagenesis of mouse homologues of the human candidate PWS genes does not appear to result in any of the features of PWS . Therefore , the isolation of new genes in this region remains crucial for a better understanding of the molecular basis of PWS . In this manuscript , we report the characterization of MAGEL2 and its mouse homologue Magel2 . These are located in the human 15q11-q13 and mouse 7C regions , in close proximity to NDN / Ndn . By northern blot analysis we did not detect any expression of MAGEL2 / Magel2 but by RT-PCR analysis , specific expression was detected in fetal and adult brain and in placenta . Both genes are intronless with tandem direct repeat sequences contained within a CpG island in the 5-untranscribed region . The transcripts encode putative proteins that are homologous to the MAGE proteins and NDN . Moreover , MAGEL2 / Magel2 are expressed only from the paternal allele in brain , suggesting a potential role in the aetiology of PWS and its mouse model , respectively . .;neurological;['neurological']
Sodium bicarbonate alleviates penile pain induced by intracavernous injections for erectile dysfunction.;In an attempt to determine whether penile pain associated with intracorporeal injections could be due to the acidity of the medication, we performed a randomized study comparing the incidence of penile pain following intracorporeal injections with or without the addition of sodium bicarbonate to the intracorporeal medications. A total of 38 consecutive patients who presented to our clinic with impotence received 0.2 ml. of a combination of 3 drugs: 6 mg. papaverine, 100 micrograms. phentolamine and 10 micrograms. prostaglandin E1 with (pH 7.05) or without (pH 4.17) the addition of sodium bicarbonate (0.03 mEq.). Of the 19 patients without sodium bicarbonate added to the medication 11 (58%) complained of penile pain due to the medication, while only 1 of the 19 men (5%) who received sodium bicarbonate complained of penile pain. From these data we conclude that the penile pain following intracorporeal injections is most likely due to the acidity of the medication, which can be overcome by elevating the pH to a neutral level.;neurological;['neurological']
Pharmacology of ACC-9653 (phenytoin prodrug).;ACC-9653, the disodium phosphate ester of 3-hydroxymethyl-5,5-diphenylhydantoin, is a prodrug of phenytoin with advantageous physicochemical properties. ACC-9653 is rapidly converted enzymatically to phenytoin in vivo. ACC-9653 and phenytoin sodium have equivalent anticonvulsant activity against seizures induced by maximal electroshock (MES) in mice following i.p., oral, or i.v. administration. The ED50 doses were 16 mg/kg for i.v. ACC-9653 and 8 mg/kg for i.v. phenytoin sodium. ACC-9653 and phenytoin sodium have similar antiarrhythmic activity against ouabain-induced ventricular tachycardia in anesthetized dogs. The total doses of ACC-9653 or phenytoin sodium necessary to convert the arrhythmia to a normal sinus rhythm were 24 +/- 6 and 14 +/- 3 mg/kg, respectively. Only phenytoin sodium displayed in vitro antiarrhythmic activity against strophanthidin-induced arrhythmias in guinea pig right atria. In anesthetized dogs, a high dose of ACC-9653 (31 mg/kg) was infused over 15, 20, and 30 min and the responses were compared to an equimolar dose of phenytoin sodium (21 mg/kg). The ACC-9653 and phenytoin sodium treatments produced similar marked reductions in diastolic blood pressure and contractile force (LVdP/dt). The maximum effects of each treatment occurred at the time of maximum phenytoin sodium levels. Acute toxicity studies of ACC-9653 and phenytoin sodium were carried out in mice, rats, rabbits, and dogs by i.v., i.m., and i.p. routes of administration. The systemic toxic signs of both agents were similar and occurred at approximately equivalent doses. Importantly, the local irritation of ACC-9653 was markedly less than phenytoin sodium following i.m. administration.(ABSTRACT TRUNCATED AT 250 WORDS);neurological|cardiovascular;['neurological', 'cardiovascular']
